City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Buchanan,5.8808,-10.0467,84.2,84,75,5.75,LR,2021-04-04 15:28:02
296,Rocha,-34.4833,-54.3333,75.83,61,11,8.39,UY,2021-04-04 15:28:03
297,Kavieng,-2.5744,150.7967,77.0,93,100,9.37,PG,2021-04-04 15:23:10
298,Shubarshi,48.5872,57.1869,38.08,90,79,3.36,KZ,2021-04-04 15:28:03
299,Isangel,-19.55,169.2667,76.35,79,65,14.88,VU,2021-04-04 15:28:04
300,Souillac,-20.5167,57.5167,80.6,78,20,8.05,MU,2021-04-04 15:28:04
301,Manacor,39.5696,3.2096,64.4,63,40,19.57,ES,2021-04-04 15:28:04
302,Pafos,34.7667,32.4167,64.4,68,20,6.91,CY,2021-04-04 15:28:05
303,Pacific Grove,36.6177,-121.9166,53.6,66,90,6.13,US,2021-04-04 15:26:17
304,Hun,29.1268,15.9477,91.26,6,9,18.84,LY,2021-04-04 15:28:05
305,Port Shepstone,-30.7414,30.455,72.66,70,0,13.2,ZA,2021-04-04 15:28:05
306,Constitucion,-35.3333,-72.4167,62.37,67,23,7.18,CL,2021-04-04 15:28:06
307,Pimentel,-6.8367,-79.9342,84.2,51,0,9.22,PE,2021-04-04 15:28:06
308,Olinda,-8.0089,-34.8553,82.4,65,40,8.05,BR,2021-04-04 15:28:06
309,Porto Santo,33.072,-16.3415,66.2,59,20,4.61,PT,2021-04-04 15:28:07
310,Uige,-7.6087,15.0613,80.6,69,75,6.91,AO,2021-04-04 15:25:56
311,Horodnytsya,50.807,27.3168,42.84,57,100,9.35,UA,2021-04-04 15:28:07
312,Itacare,-14.2775,-38.9967,84.2,70,40,9.22,BR,2021-04-04 15:28:08
313,Murray Bridge,-35.1167,139.2667,61.0,91,0,9.71,AU,2021-04-04 15:28:08
314,Kamenka,51.3223,42.7678,45.0,64,100,4.59,RU,2021-04-04 15:28:08
315,Bowen,-20.0167,148.2333,73.4,94,75,3.44,AU,2021-04-04 15:28:09
316,Emba,48.8264,58.1442,33.78,98,91,0.89,KZ,2021-04-04 15:28:09
317,Catina,37.5021,15.0872,60.8,77,75,9.22,IT,2021-04-04 15:28:09
318,Axim,4.8699,-2.2405,84.94,71,36,9.46,GH,2021-04-04 15:28:10
319,Santa Vitoria Do Palmar,-33.5189,-53.3681,75.9,63,9,8.32,BR,2021-04-04 15:28:10
320,High Level,58.5169,-117.136,24.8,80,75,2.3,CA,2021-04-04 15:28:10
321,Nagua,19.3832,-69.8474,80.6,78,40,6.96,DO,2021-04-04 15:28:11
322,Karachev,53.1229,34.9852,41.0,70,40,6.71,RU,2021-04-04 15:28:11
323,Fare,-16.7,-151.0167,81.0,77,18,9.78,PF,2021-04-04 15:28:11
324,Kisangani,0.5167,25.2,91.4,52,20,6.91,CD,2021-04-04 15:28:12
325,Tasiilaq,65.6145,-37.6368,28.4,43,75,2.3,GL,2021-04-04 15:24:20
326,Caraballeda,10.6112,-66.8522,86.0,70,20,5.75,VE,2021-04-04 15:28:12
327,Rio Gallegos,-51.6226,-69.2181,41.0,81,75,9.22,AR,2021-04-04 15:28:12
328,Darnah,32.767,22.6367,83.05,20,14,27.49,LY,2021-04-04 15:28:13
329,Snezhnogorsk,69.1933,33.2531,37.4,70,40,8.95,RU,2021-04-04 15:28:13
330,Gwadar,25.1216,62.3254,81.07,79,2,8.08,PK,2021-04-04 15:28:13
331,Richards Bay,-28.783,32.0377,71.71,64,0,7.96,ZA,2021-04-04 15:28:14
332,Ngaoundere,7.3167,13.5833,93.04,12,27,8.32,CM,2021-04-04 15:28:14
333,Shenjiamen,29.9576,122.298,50.65,60,0,21.34,CN,2021-04-04 15:28:15
334,Waingapu,-9.6567,120.2641,77.9,85,100,9.42,ID,2021-04-04 15:28:15
335,Bouna,9.2667,-3.0,100.74,22,70,4.16,CI,2021-04-04 15:28:16
336,Aklavik,68.2191,-135.0107,-16.6,76,40,4.61,CA,2021-04-04 15:28:16
337,Fortuna,40.5982,-124.1573,48.99,93,90,1.39,US,2021-04-04 15:28:16
338,Sorong,-0.8833,131.25,81.84,81,46,6.35,ID,2021-04-04 15:28:17
339,Nipawin,53.3668,-104.0009,32.0,86,1,4.61,CA,2021-04-04 15:28:17
340,Namibe,-15.1961,12.1522,80.01,82,100,12.97,AO,2021-04-04 15:28:17
341,Kijang,35.2442,129.2139,50.0,57,0,13.8,KR,2021-04-04 15:28:18
342,Deputatskiy,69.3,139.9,-8.61,99,100,1.16,RU,2021-04-04 15:28:18
343,Vidim,56.4088,103.1106,19.85,97,42,3.02,RU,2021-04-04 15:28:18
344,Paramonga,-10.6667,-77.8333,74.86,72,54,6.96,PE,2021-04-04 15:28:19
345,Yairipok,24.6667,94.0667,64.63,29,12,1.77,IN,2021-04-04 15:28:19
346,Ugoofaaru,5.6667,73.0,84.42,68,72,12.84,MV,2021-04-04 15:28:20
347,Uchiza,-8.4592,-76.4633,72.46,91,100,2.3,PE,2021-04-04 15:28:20
348,Finschhafen,-6.6024,147.8681,79.81,84,100,1.36,PG,2021-04-04 15:28:20
349,Kodiak,57.79,-152.4072,32.0,80,1,3.44,US,2021-04-04 15:24:20
350,Comodoro Rivadavia,-45.8667,-67.5,71.6,56,0,7.18,AR,2021-04-04 15:28:21
351,Shingu,33.7333,135.9833,62.65,96,100,4.76,JP,2021-04-04 15:28:22
352,Oranjemund,-28.55,16.4333,67.82,82,13,18.79,NA,2021-04-04 15:28:22
353,Vostok,46.4856,135.8833,22.24,75,1,5.59,RU,2021-04-04 15:28:22
354,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,80.6,89,90,4.61,BR,2021-04-04 15:28:22
355,Hobyo,5.3505,48.5268,83.66,66,83,13.51,SO,2021-04-04 15:28:23
356,Chulym,55.0997,80.9572,21.97,98,99,4.07,RU,2021-04-04 15:28:23
357,Ojiya,37.3,138.8,53.01,95,100,4.63,JP,2021-04-04 15:28:23
358,Pemangkat,1.1667,108.9667,79.59,79,44,3.65,ID,2021-04-04 15:28:24
359,Grand Gaube,-20.0064,57.6608,82.0,73,3,7.0,MU,2021-04-04 15:28:24
360,Filadelfia,39.9523,-75.1638,57.0,37,1,6.26,US,2021-04-04 15:28:15
361,Burnie,-41.0667,145.9167,56.12,70,9,10.92,AU,2021-04-04 15:28:25
362,Malino,15.1257,120.6727,82.4,65,75,3.44,PH,2021-04-04 15:28:25
363,Kumluca,36.3703,30.2869,61.65,74,77,4.43,TR,2021-04-04 15:28:25
364,San Jose,37.3394,-121.895,52.0,62,75,5.75,US,2021-04-04 15:25:32
365,Yuancheng,36.652,107.7896,42.48,79,100,12.8,CN,2021-04-04 15:28:26
366,Banapur,19.7833,85.1833,80.31,81,3,8.52,IN,2021-04-04 15:28:26
367,Berlevag,70.8578,29.0864,33.8,93,75,32.21,NO,2021-04-04 15:28:27
368,Otane,-39.8833,176.6333,59.0,76,0,15.99,NZ,2021-04-04 15:28:27
369,West Des Moines,41.572,-93.7453,66.99,55,75,9.22,US,2021-04-04 15:28:27
370,Megion,61.0296,76.1136,41.0,56,0,8.95,RU,2021-04-04 15:24:44
371,Nome,64.5011,-165.4064,1.4,71,20,23.02,US,2021-04-04 15:28:28
372,Ulaanbaatar,47.9077,106.8832,23.0,68,0,2.24,MN,2021-04-04 15:28:28
373,Bundaberg,-24.85,152.35,71.6,100,90,12.66,AU,2021-04-04 15:28:29
374,Pedro Velho,-6.4392,-35.2214,86.0,58,40,14.97,BR,2021-04-04 15:28:29
375,Nilokheri,29.8333,76.9167,84.07,9,99,7.52,IN,2021-04-04 15:28:29
376,Nybro,56.7446,15.9071,48.2,61,75,19.57,SE,2021-04-04 15:28:30
377,Russell,32.3502,-85.1999,64.0,58,1,2.3,US,2021-04-04 15:25:14
378,Port Macquarie,-31.4333,152.9167,69.8,78,100,4.61,AU,2021-04-04 15:28:30
379,Totness,5.8833,-56.3167,82.65,73,100,7.63,SR,2021-04-04 15:25:16
380,Ciudad Bolivar,8.1222,-63.5497,87.17,53,99,11.32,VE,2021-04-04 15:28:31
381,Kysyl-Syr,63.8986,122.7617,-19.14,99,85,3.22,RU,2021-04-04 15:28:31
382,Zhigansk,66.7697,123.3711,-22.25,99,44,6.02,RU,2021-04-04 15:28:32
383,Santa Fe,-31.6333,-60.7,84.0,51,57,4.0,AR,2021-04-04 15:25:34
384,Omsukchan,62.5333,155.8,-15.72,99,99,4.29,RU,2021-04-04 15:28:32
385,Itaitinga,-3.9694,-38.5281,87.8,66,40,18.41,BR,2021-04-04 15:28:33
386,Kosonsoy,41.2561,71.5508,46.4,87,90,6.91,UZ,2021-04-04 15:28:33
387,Pangai,-19.8,-174.35,77.59,75,100,12.73,TO,2021-04-04 15:28:33
388,Bedele,8.456,36.353,79.38,26,53,4.97,ET,2021-04-04 15:28:34
389,Alofi,-19.0595,-169.9187,71.6,100,97,2.3,NU,2021-04-04 15:28:34
390,Bubaque,11.2833,-15.8333,75.16,72,89,10.54,GW,2021-04-04 15:28:34
391,Saldanha,-33.0117,17.9442,75.2,60,81,17.27,ZA,2021-04-04 15:26:03
392,Portoferraio,42.8115,10.3146,64.0,39,0,9.22,IT,2021-04-04 15:28:35
393,Acarau,-2.8856,-40.12,83.89,73,100,14.54,BR,2021-04-04 15:28:35
394,Zyryanka,65.75,150.85,-6.7,99,100,5.44,RU,2021-04-04 15:28:35
395,Verkhoyansk,67.5447,133.385,-14.84,99,99,3.13,RU,2021-04-04 15:28:36
396,Werda,-25.2667,23.2833,90.14,15,0,8.34,BW,2021-04-04 15:28:36
397,Dunedin,-45.8742,170.5036,55.0,89,40,5.01,NZ,2021-04-04 15:28:37
398,Acajutla,13.5928,-89.8275,77.0,47,0,6.91,SV,2021-04-04 15:28:37
399,Cochrane,51.1834,-114.4687,39.99,60,1,16.11,CA,2021-04-04 15:28:37
400,Kolokani,13.5728,-8.0339,103.91,3,16,7.18,ML,2021-04-04 15:28:38
401,Durgapur,23.4833,87.3167,78.13,39,0,6.78,IN,2021-04-04 15:28:38
402,Nobeoka,32.5833,131.6667,50.0,86,92,1.01,JP,2021-04-04 15:28:39
403,Ilebo,-4.3167,20.5833,72.14,98,100,1.63,CD,2021-04-04 15:28:39
404,Khandyga,62.6667,135.6,-24.59,100,32,1.41,RU,2021-04-04 15:28:39
405,Skibbereen,51.55,-9.2667,57.2,54,20,14.97,IE,2021-04-04 15:28:40
406,Were Ilu,10.6,39.4333,64.99,41,66,11.68,ET,2021-04-04 15:28:40
407,Manzanillo,20.3433,-77.1167,79.41,50,35,19.66,CU,2021-04-04 15:28:40
408,Daura,11.5538,11.4085,100.06,8,0,10.29,NG,2021-04-04 15:28:41
409,Manitouwadge,49.1215,-85.8403,42.8,52,90,2.3,CA,2021-04-04 15:28:41
410,Lucapa,-8.4192,20.7447,79.12,66,98,4.34,AO,2021-04-04 15:28:42
411,Sheregesh,52.9209,87.9869,29.66,87,0,2.86,RU,2021-04-04 15:28:42
412,Manzhouli,49.6,117.4333,40.77,51,7,17.9,CN,2021-04-04 15:28:42
413,Khani,41.9563,42.9566,69.8,32,0,6.91,GE,2021-04-04 15:26:24
414,Poum,-20.2333,164.0167,79.18,79,100,24.34,NC,2021-04-04 15:28:43
415,Madimba,-10.4,40.3333,80.6,89,40,9.22,TZ,2021-04-04 15:28:43
416,Olovyannaya,50.95,115.5667,37.65,59,34,15.99,RU,2021-04-04 15:28:43
417,Avera,33.194,-82.5271,64.99,36,1,8.05,US,2021-04-04 15:28:44
418,Wau,7.7029,27.9953,102.29,10,83,7.49,SS,2021-04-04 15:28:44
419,Chernushka,56.5072,56.0766,32.56,99,100,4.85,RU,2021-04-04 15:28:45
420,Kallithea,37.95,23.7,72.0,56,0,6.91,GR,2021-04-04 15:28:45
421,Kavaratti,10.5669,72.642,82.92,67,48,14.43,IN,2021-04-04 15:28:46
422,Lukow,51.929,22.3796,50.0,45,99,8.9,PL,2021-04-04 15:28:46
423,Margate,51.3813,1.3862,55.99,58,39,3.0,GB,2021-04-04 15:28:46
424,Nouadhibou,20.931,-17.0347,78.8,47,88,11.5,MR,2021-04-04 15:28:47
425,Miraflores,19.2167,-98.8083,55.4,54,1,4.61,MX,2021-04-04 15:28:47
426,Manokwari,-0.8667,134.0833,78.46,84,92,7.63,ID,2021-04-04 15:28:48
427,Tongchuan,35.0806,109.0897,45.66,77,88,3.98,CN,2021-04-04 15:28:48
428,Huejuquilla El Alto,22.6,-103.8667,64.47,59,55,0.76,MX,2021-04-04 15:28:48
429,Vila,42.0304,-8.1588,75.0,38,4,8.01,PT,2021-04-04 15:28:49
430,Yellandu,17.6,80.3333,88.65,39,67,7.67,IN,2021-04-04 15:28:49
431,Poplar Bluff,36.757,-90.3929,59.0,54,1,4.61,US,2021-04-04 15:28:49
432,Khanpur,28.6453,70.6567,90.19,7,27,11.54,PK,2021-04-04 15:28:50
433,Safford,32.834,-109.7076,73.0,26,1,3.44,US,2021-04-04 15:28:50
434,Umm Lajj,25.0213,37.2685,75.97,57,1,18.37,SA,2021-04-04 15:28:51
435,Kenai,60.5544,-151.2583,41.0,75,75,25.32,US,2021-04-04 15:28:51
436,Lake City,30.1897,-82.6393,66.99,39,1,2.3,US,2021-04-04 15:28:37
437,Severo-Kurilsk,50.6789,156.125,28.9,82,81,14.81,RU,2021-04-04 15:28:52
438,Port Hedland,-20.3167,118.5667,78.8,53,2,5.75,AU,2021-04-04 15:26:47
439,Abalak,58.1286,68.5944,34.65,94,90,9.86,RU,2021-04-04 15:28:52
440,Padang,-0.9492,100.3543,75.2,94,20,2.3,ID,2021-04-04 15:28:52
441,Shahpura,27.3833,75.9667,89.6,18,2,2.3,IN,2021-04-04 15:28:53
442,Banjar,-8.19,114.9675,82.4,78,20,3.44,ID,2021-04-04 15:28:53
443,Los Zacatones,22.95,-102.05,59.0,58,20,6.91,MX,2021-04-04 15:28:53
444,Katobu,-4.9408,122.5276,78.67,84,100,4.68,ID,2021-04-04 15:28:54
445,Flinders,-34.5833,150.8552,66.0,85,0,8.01,AU,2021-04-04 15:28:54
446,Bardiyah,31.7561,25.0865,79.57,24,0,15.03,LY,2021-04-04 15:28:54
447,Verkhniy Lomov,53.4678,43.5511,36.48,80,100,4.47,RU,2021-04-04 15:28:55
448,Caravelas,-17.7125,-39.2481,83.57,60,80,9.78,BR,2021-04-04 15:28:55
449,Esfahan,32.6572,51.6776,62.6,7,0,6.91,IR,2021-04-04 15:28:55
450,Nova Olimpia,-14.7972,-57.2881,85.3,64,99,3.11,BR,2021-04-04 15:28:56
451,Pitimbu,-7.4706,-34.8086,86.0,74,75,10.36,BR,2021-04-04 15:28:56
452,Lichinga,-13.3128,35.2406,69.8,83,75,17.27,MZ,2021-04-04 15:28:56
453,Sakakah,29.9697,40.2064,75.2,9,0,2.66,SA,2021-04-04 15:26:42
454,Mahon,39.8885,4.2658,60.8,77,40,18.41,ES,2021-04-04 15:28:57
455,Esil,51.9556,66.4042,33.39,98,100,9.91,KZ,2021-04-04 15:28:57
456,Hrodna,53.6884,23.8258,46.4,31,75,13.42,BY,2021-04-04 15:28:58
457,Evensk,61.95,159.2333,10.02,53,100,29.59,RU,2021-04-04 15:28:58
458,Khorixas,-20.3667,14.9667,91.31,21,1,13.11,NA,2021-04-04 15:28:58
459,Kahului,20.8947,-156.47,69.8,94,75,11.5,US,2021-04-04 15:26:09
460,Kingsport,36.5484,-82.5618,57.99,40,1,3.44,US,2021-04-04 15:24:54
461,Normandin,48.8333,-72.5321,32.0,59,20,3.44,CA,2021-04-04 15:28:59
462,Dauin,9.1914,123.2654,80.6,78,20,4.61,PH,2021-04-04 15:28:59
463,Korla,41.7597,86.1469,52.81,22,0,9.51,CN,2021-04-04 15:28:59
464,Khasan,42.4308,130.6434,39.61,58,0,5.17,RU,2021-04-04 15:29:00
465,Guasdualito,7.2424,-70.7324,92.19,38,98,6.15,VE,2021-04-04 15:27:02
466,Udachnyy,66.4167,112.4,-18.67,100,95,5.41,RU,2021-04-04 15:29:00
467,Moyo,3.6609,31.7247,82.96,45,98,4.18,UG,2021-04-04 15:29:01
468,Saint-Joseph,-21.3667,55.6167,82.4,74,0,8.23,RE,2021-04-04 15:29:01
469,Kiruna,67.8557,20.2251,35.6,80,75,6.91,SE,2021-04-04 15:29:01
470,Antofagasta,-23.65,-70.4,73.0,56,0,9.22,CL,2021-04-04 15:29:02
471,Baruun-Urt,46.6806,113.2792,39.31,22,0,7.43,MN,2021-04-04 15:29:02
472,Taoudenni,22.6783,-3.9836,101.43,8,3,16.28,ML,2021-04-04 15:29:03
473,Oromocto,45.8351,-66.4792,33.8,47,90,17.27,CA,2021-04-04 15:29:03
474,Shirokiy,49.758,129.523,34.36,83,65,4.18,RU,2021-04-04 15:29:03
475,Tabory,58.5198,64.5495,35.92,98,100,3.44,RU,2021-04-04 15:29:04
476,Coldwater,41.9403,-85.0005,59.0,41,1,4.61,US,2021-04-04 15:29:04
477,Mendi,-6.1761,143.6513,54.45,85,99,3.4,PG,2021-04-04 15:29:05
478,Salinas,36.6777,-121.6555,53.6,76,90,0.96,US,2021-04-04 15:26:28
479,Maniitsoq,65.4167,-52.9,32.09,98,100,34.38,GL,2021-04-04 15:29:05
480,Wyndham,37.6985,-77.6125,64.99,27,1,9.22,US,2021-04-04 15:29:05
481,Palmares Do Sul,-30.2578,-50.5097,79.12,55,2,14.63,BR,2021-04-04 15:29:06
482,Pasni,25.2631,63.471,80.82,77,3,10.56,PK,2021-04-04 15:29:06
483,Mae Sai,20.4335,99.8762,71.6,100,20,2.3,TH,2021-04-04 15:29:06
484,Zyryanskoye,56.8306,86.6258,29.48,97,97,4.54,RU,2021-04-04 15:29:07
485,Woodward,36.4337,-99.3904,62.6,63,1,12.66,US,2021-04-04 15:29:07
486,Borogontsy,62.6683,131.1683,-21.03,100,35,1.25,RU,2021-04-04 15:29:07
487,Coquimbo,-29.9533,-71.3436,62.6,72,90,2.3,CL,2021-04-04 15:25:06
488,Mackay,-21.15,149.2,73.99,94,90,6.91,AU,2021-04-04 15:25:15
489,Matara,5.9485,80.5353,78.64,81,60,8.48,LK,2021-04-04 15:29:08
490,Akyab,20.15,92.9,80.24,78,0,3.62,MM,2021-04-04 15:29:09
491,Santa Marta,11.2408,-74.199,80.65,74,100,12.46,CO,2021-04-04 15:29:09
492,Omboue,-1.5746,9.2618,83.26,74,81,10.54,GA,2021-04-04 15:29:10
493,Zonguldak,41.25,31.8333,55.4,76,75,10.36,TR,2021-04-04 15:29:10
494,Komsomolskiy,40.4272,71.7189,48.2,87,75,2.3,UZ,2021-04-04 15:29:10
495,Touros,-5.1989,-35.4608,86.0,66,40,14.97,BR,2021-04-04 15:29:11
496,Vicksburg,32.3526,-90.8779,66.2,37,1,2.91,US,2021-04-04 15:29:11
497,Hami,42.8,93.45,55.94,27,84,8.34,CN,2021-04-04 15:29:11
498,Hastings,50.8552,0.5729,53.01,62,28,5.01,GB,2021-04-04 15:29:12
499,Mahibadhoo,3.7833,72.9667,84.56,72,14,12.73,MV,2021-04-04 15:29:12
500,Ahipara,-35.1667,173.1667,58.6,81,17,5.08,NZ,2021-04-04 15:29:12
501,Hamilton,39.1834,-84.5333,61.0,38,1,6.91,US,2021-04-04 15:28:03
502,Alta Floresta,-9.8756,-56.0861,87.8,66,40,3.44,BR,2021-04-04 15:25:48
503,Chateau-Gontier,47.8333,-0.7,59.0,51,0,9.22,FR,2021-04-04 15:29:13
504,Fairlie,55.756,-4.8556,50.0,86,99,10.0,GB,2021-04-04 15:29:13
505,Te Anau,-45.4167,167.7167,56.8,67,11,13.15,NZ,2021-04-04 15:26:21
506,Urucui,-7.2294,-44.5561,90.55,49,50,9.31,BR,2021-04-04 15:29:14
507,Arak,34.0917,49.6892,57.36,13,0,4.41,IR,2021-04-04 15:29:15
508,Changde,29.0464,111.6783,52.93,82,100,3.47,CN,2021-04-04 15:29:15
509,Bexhill,-28.7667,153.35,68.0,94,75,6.91,AU,2021-04-04 15:29:15
510,Harindanga,22.0383,88.3214,75.2,60,75,11.5,IN,2021-04-04 15:29:16
511,Bathsheba,13.2167,-59.5167,84.2,54,40,18.41,BB,2021-04-04 15:29:16
512,Banikoara,11.2985,2.4386,103.05,6,25,4.21,BJ,2021-04-04 15:29:16
513,Ruwi,23.5996,58.5507,87.8,48,0,3.44,OM,2021-04-04 15:29:17
514,Mezen,65.8522,44.24,32.58,82,95,10.69,RU,2021-04-04 15:29:17
515,Biak,-0.9131,122.8766,77.88,81,99,4.85,ID,2021-04-04 15:29:18
516,Orlik,52.5178,99.825,15.39,86,25,2.91,RU,2021-04-04 15:29:18
517,Port Augusta,-32.5,137.7667,68.0,88,0,11.5,AU,2021-04-04 15:29:18
518,Manado,1.487,124.8455,77.0,94,20,1.14,ID,2021-04-04 15:29:19
519,Katangli,51.7102,143.2326,16.92,85,53,9.57,RU,2021-04-04 15:29:19
520,Catuday,16.2923,119.8062,79.09,78,0,1.05,PH,2021-04-04 15:29:19
521,Wenling,28.3669,121.36,59.0,68,0,9.66,CN,2021-04-04 15:29:20
522,Bodden Town,19.2833,-81.25,78.8,69,75,17.27,KY,2021-04-04 15:24:57
523,Kapoeta,4.7717,33.5903,88.88,35,99,9.48,SS,2021-04-04 15:29:20
524,Prado,-17.3411,-39.2208,83.1,64,24,9.37,BR,2021-04-04 15:29:21
525,Mount Gambier,-37.8333,140.7667,57.2,72,9,3.44,AU,2021-04-04 15:29:21
526,Monrovia,6.3005,-10.7969,84.2,84,75,5.75,LR,2021-04-04 15:29:22
527,Matay,28.419,30.7792,82.06,11,0,15.59,EG,2021-04-04 15:29:22
528,Atbasar,51.8,68.3333,33.13,99,100,7.56,KZ,2021-04-04 15:29:22
529,Soe,-9.8607,124.284,67.42,95,100,12.03,ID,2021-04-04 15:29:22
530,Pavelets,53.7883,39.246,33.42,94,72,5.97,RU,2021-04-04 15:29:23
531,Iberia,29.9502,-91.7507,66.2,52,1,11.5,US,2021-04-04 15:29:23
532,Moron,-34.6534,-58.6198,78.01,78,75,5.75,AR,2021-04-04 15:24:50
533,Knyaze-Volkonskoye,48.4642,135.4567,33.8,55,0,11.18,RU,2021-04-04 15:29:24
534,Lewistown,40.5992,-77.5714,59.0,38,1,11.5,US,2021-04-04 15:29:24
535,Faya,18.3851,42.4509,75.2,33,0,13.8,SA,2021-04-04 15:29:24
536,Rediu,47.2167,27.5,48.2,53,0,13.8,RO,2021-04-04 15:29:25
537,Lubao,14.9167,120.55,82.4,65,75,3.44,PH,2021-04-04 15:29:25
538,Broken Hill,-31.95,141.4333,68.0,42,0,4.61,AU,2021-04-04 15:28:25
539,Camacha,33.0833,-16.3333,66.2,59,20,4.61,PT,2021-04-04 15:29:25
540,Carandai,-20.9536,-43.8064,71.6,64,75,4.61,BR,2021-04-04 15:29:26
541,Phalaborwa,-23.943,31.1411,80.6,54,58,8.05,ZA,2021-04-04 15:29:26
542,Olenino,56.2092,33.4889,36.88,72,97,7.11,RU,2021-04-04 15:29:27
543,Dicabisagan,17.0818,122.4157,77.83,84,40,8.12,PH,2021-04-04 15:29:27
544,Belmonte,-15.8631,-38.8828,86.0,79,40,8.05,BR,2021-04-04 15:24:38
545,Dzhebariki-Khaya,62.2167,135.8,-20.07,99,79,1.79,RU,2021-04-04 15:29:28
546,Prince Rupert,54.3161,-130.3201,37.4,93,90,5.75,CA,2021-04-04 15:29:28
547,Ramona,33.0417,-116.8681,57.0,81,1,1.45,US,2021-04-04 15:29:29
548,Gwembe,-16.4975,27.6069,73.92,54,1,7.49,ZM,2021-04-04 15:29:29
549,Mangai,-4.05,19.5333,72.55,94,99,11.56,CD,2021-04-04 15:25:13
550,Vaitape,-16.5167,-151.75,81.03,77,26,8.19,PF,2021-04-04 15:29:29
551,Raudeberg,61.9875,5.1352,37.99,89,100,34.36,NO,2021-04-04 15:27:08
552,Twin Falls,42.3505,-114.6445,62.01,23,1,9.22,US,2021-04-04 15:29:30
553,Saint-Augustin,51.226,-58.6502,34.84,99,100,13.0,CA,2021-04-04 15:29:30
554,Krasnoselkup,65.7,82.4667,33.15,98,100,12.97,RU,2021-04-04 15:29:31
555,Bam,29.106,58.357,70.36,12,63,9.53,IR,2021-04-04 15:29:31
556,Chikwawa,-16.0335,34.8009,80.6,61,40,13.8,MW,2021-04-04 15:29:31
557,Colares,38.7992,-9.4469,72.0,64,0,8.05,PT,2021-04-04 15:29:32
558,Celendin,-6.8703,-78.1517,60.8,72,75,2.3,PE,2021-04-04 15:29:32
559,Nieuwpoort,51.1244,2.7735,50.0,70,75,10.36,BE,2021-04-04 15:29:32
560,Beloha,-25.1667,45.05,74.37,72,42,13.62,MG,2021-04-04 15:27:11
561,Nishihara,26.1842,127.7558,66.2,77,75,18.41,JP,2021-04-04 15:29:33
562,Magadan,59.5667,150.8,14.05,74,100,9.73,RU,2021-04-04 15:26:14
563,Macusani,-14.0833,-70.4333,42.1,72,90,4.21,PE,2021-04-04 15:29:33
564,Bonfim,3.0833,-59.95,87.82,56,99,8.95,BR,2021-04-04 15:29:34
565,Kudahuvadhoo,2.6708,72.8944,83.95,73,12,14.38,MV,2021-04-04 15:29:34
